matchedPattern,context,lineNumber,columnNumber,publicationName
PS60464,IPS60464 was scanned on a GE phoenix v|tome|x s180 ...,35,2,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"Holotype: IPS60464, complete skull (cranium with articulated ...",55,12,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...one.0098082.g001Figure 1 Blanus mendezi sp. nov. IPS60464 as preserved,57,68,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"...mendezi sp. nov., virtual model of the holotype (IPS60464) after removing the covering crust and the...",60,100,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...l model of selected skull bones of the holotype (IPS60464),63,124,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"... Blanus mendezi sp. nov., based on the holotype (IPS60464)",66,126,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,IPS60464 is an almost complete skull (11.3 mm in le...,82,2,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"IPS60464 bears seven premaxillary (Fig. 3C), five m...",84,2,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...ution of the CT-scan. The cranial proportions of IPS60464 roughly fit those reported for extant spec...,84,1745,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"...ding tooth height and robustness. The dentary of IPS60464 is much larger than those of B. gracilis, ...",93,341,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"The described skull, IPS60464, represents the most informative blanid fo...",163,23,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...ration of the skull and the dental morphology of IPS60464 are in accordance with those of extant bla...,163,177,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"...low. Truncated nasals such as those displayed by IPS60464 (Fig. 3H, I) are the only diagnostic crani...",163,639,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...n the basis of dentary morphologic similarities. IPS60464 differs from the extinct Palaeoblanus in l...,163,1289,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,...mbiguous attribution to the extant genus Blanus. IPS60464 therefore unambiguously confirms the prese...,163,1560,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"...he initial steps of blanid evolution. Meanwhile, IPS60464 provides key information for discussing th...",213,199,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"...ezi, based on the virtual model of the holotype (IPS60464). (B–C) B. cinereus, redrawn from ref. [44...",230,189,PLoS_One_2014_Jun_4_9(6)_e98082.txt
PS60464,"Video S1 IPS60464, video showing the digital removal of the ...",236,12,PLoS_One_2014_Jun_4_9(6)_e98082.txt
