matchedPattern,context,lineNumber,columnNumber,publicationName
P01106,...tions with MYC (MYC proto-oncogene protein; Entry: P01106) and PPP2R1A (serine/threonine-protein pho...,10,752,Oncotarget_2014_Jun_22_5(13)_4581-4602.txt
