matchedPattern,context,lineNumber,columnNumber,publicationName
PS51170,"...ding domain of type 1 (CWBD1; IPR018337, PF01473, PS51170, SSF69360), (iv) CWBD2 (IPR007253, PF04122...",300,775,PLoS_One_2012_Aug_9_7(8)_e42982.txt
