matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q9Y2H8,NX_Q9Y2H8	ZNF510	9	1	1	45.02	 	HEK,653,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
