matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_1Y51,"...edical Research, Coriell ID, RRID#: AG08498, RRID:CVCL_1Y51; AG07095, RRID:CVCL_0N66; AG11732, RRID:...",121,215,eLife_5_e18648.txt
