matchedPattern,context,lineNumber,columnNumber,publicationName
XP_977125.1,...	0	0	hypothetical protein Tetrahymena thermophila	XP_977125.1	3.2	LC	1E-163,65,70,PLoS_One_2011_Jul_27_6(7)_e22573.txt
