matchedPattern,context,lineNumber,columnNumber,publicationName
C6H6N2,"...um borohydride (NaBH4, 98 %), and o-Nitroaniline (C6H6N2O2, 98 %) were procured from HiMedia Pvt. Lt...",18,104,PMC4909019.txt
C6H6N2,...ree isomeric thionicotinamides of general formula C6H6N2S,148,63,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_1_71(Pt_1)_o30-o31.txt
C6H6N2,1′)zinc] [Zn(C6H6N2O)2(C7H4NO4)2]Aşkın Gülçin Şefiye aNecefoğlu...,8,14,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_11_71(Pt_5)_479-482.txt
C6H6N2,"... of the title coordination polymer, [Zn(C7H4NO4)2(C6H6N2O)2]n, contains two 4-nitro­benzoate (NB) an...",11,70,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_11_71(Pt_5)_479-482.txt
C6H6N2,[Zn(C6H6N2O)2(C7H4NO4)2]	Z = 2,63,5,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_11_71(Pt_5)_479-482.txt
C6H6N2,Chemical formula	[Zn(C6H6N2O)2(C7H4NO4)2],413,22,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_11_71(Pt_5)_479-482.txt
C6H6N2,1)cobalt(II) [Co(C8H4NO2)2(C6H6N2O)2(H2O)2]Aşkın Gülçin Şefiye aNecefoğlu Hac...,4,28,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_30_71(Pt_5)_561-563.txt
C6H6N2,"In the title complex, [Co(C8H4NO2)2(C6H6N2O)2(H2O)2], the CoII atom is located on an i...",7,37,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_30_71(Pt_5)_561-563.txt
C6H6N2,"1)cobalt(II), [Co(C8H4O2N)2(C6H6N2O)2(H2O)2], and report herein its crystal st...",20,29,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_30_71(Pt_5)_561-563.txt
C6H6N2,[Co(C8H4NO2)2(C6H6N2O)2(H2O)2]	Z = 1,60,15,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_30_71(Pt_5)_561-563.txt
C6H6N2,Chemical formula	[Co(C8H4NO2)2(C6H6N2O)2(H2O)2],289,32,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_30_71(Pt_5)_561-563.txt
C6H6N2,"...gles are 52.91 (4) and 53.96 (4)° in [Cd(C8H5O3)2(C6H6N2O)2(H2O)]·H2O (Hökelek et al., 2009 ▸), 53.5...",24,188,Acta_Crystallogr_E_Crystallogr_Commun_2015_Mar_21_71(Pt_4)_402-405.txt
C6H6N2,"...lek et al., 2009 ▸), 53.50 (14)° in [Cu2(C8H5O3)4(C6H6N2O)4] (Sertçelik et al., 2013 ▸) and 53.89 (1...",24,263,Acta_Crystallogr_E_Crystallogr_Commun_2015_Mar_21_71(Pt_4)_402-405.txt
C6H6N2,1)(piperidine-κN)platinum(II) [PtCl2(C5H11N)(C6H6N2O2)]Nguyen Thi Thanh Chi aHoang Van Truong a...,4,46,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_20_71(Pt_6)_644-646.txt
C6H6N2,"In the title complex, [PtCl2(C5H11N)(C6H6N2O2)], the PtII metal atom displays a slightl...",7,38,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_20_71(Pt_6)_644-646.txt
C6H6N2,[PtCl2(C5H11N)(C6H6N2O2)]	F(000) = 1856,71,16,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_20_71(Pt_6)_644-646.txt
C6H6N2,Chemical formula	[PtCl2(C5H11N)(C6H6N2O2)],278,33,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_20_71(Pt_6)_644-646.txt
C6H6N2,1)zinc 4-cyano­benzoate [Zn(C8H4NO2)(C6H6N2O)(H2O)3](C8H4NO2)Aşkın Gülçin Şefiye aNecef...,5,38,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_23_71(Pt_6)_684-686.txt
C6H6N2,"...y Journals Online.In the title salt, [Zn(C8H4NO2)(C6H6N2O)(H2O)3](C8H4NO2), inter­molecular O—H⋯O hy...",6,229,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_23_71(Pt_6)_684-686.txt
C6H6N2,"...e asymmetric unit of the title salt, [Zn(C8H4NO2)(C6H6N2O)(H2O)3](C8H4NO2), contains one complex cat...",8,53,Acta_Crystallogr_E_Crystallogr_Commun_2015_May_23_71(Pt_6)_684-686.txt
