matchedPattern,context,lineNumber,columnNumber,publicationName
Q5EZ91,...aria cinerariae	Alt ci 1166	Alt a 1 related				-		Q5EZ91,126,57,Allergy_Asthma_Immunol_Res_2015_May_11_7(3)_205-220.txt
