matchedPattern,context,lineNumber,columnNumber,publicationName
NM_001113489.1,...re (Accession numbers: GNRH3: NM_182887.2; KISS1: NM_001113489.1; KISS2: NM_001142585.1; LH: NM_2056...,74,115,PLoS_One_2011_May_25_6(5)_e19978.txt
