matchedPattern,context,lineNumber,columnNumber,publicationName
NW_001794448.1,...; Ornithorhynchus anatinus (duck-billed platypus) NW_001794448.1 (genomic); Gallus gallus (chicken) ...,54,719,PLoS_One_2011_Nov_1_6(11)_e26950.txt
