matchedPattern,context,lineNumber,columnNumber,publicationName
rs1292011,"rs6828523	4	[2]		rs1292011	12	[10, 13]",77,18,AMIA_Jt_Summits_Transl_Sci_Proc_2014_Apr_7_2014_83-89.txt
