matchedPattern,context,lineNumber,columnNumber,publicationName
Q9ZAA8,P20050	-	P40962	+	Q06200	+	Q9ZAA8	+,130,27,BMC_Bioinformatics_2006_Dec_18_7(Suppl_5)_S13.txt
