matchedPattern,context,lineNumber,columnNumber,publicationName
1.1.1.127,MA (6) *	1.1.1.1.1.1.1.126 New	1.1.1.1.1.1.1.127 0.181	1.1.1.1.1.1.1.128 0.864	1.1.1.1.1....,331,40,PLoS_One_2016_Jan_26_11(1)_e0146101.txt
