matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q96M86,NX_Q96M86	DNHD1	11	1	1	44.16	 	HEK,655,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
