matchedPattern,context,lineNumber,columnNumber,publicationName
NX_P58180,"NX_P58180	OR4D2	17	3	1	52.28	√	HEK,Spermatozoa",649,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
