matchedPattern,context,lineNumber,columnNumber,publicationName
PDOC50188,...lucanases	PDOC51117;PDOC51328;PDOC00636;PDOC50092;PDOC50188,31,86,Genome_Biol_Evol_2016_Jun_29_8(7)_2118-2132.txt
PDOC50188,...lucanases	PDOC51117;PDOC51328;PDOC00636;PDOC50092;PDOC50188,31,86,Genome_Biol_Evol_2016_Jun_29_8(7)_2118-2132.txt
