matchedPattern,context,lineNumber,columnNumber,publicationName
AB362304.1,...; GQ885144.1; AB257325.2; FJ595988.1; EU239912.1; AB362304.1; NR_025139.1]	99%	JN867748,73,114,PLoS_One_2013_Nov_27_8(11)_e80198.txt
