matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q9NRJ5,NX_Q9NRJ5	PAPOLB	7	10	3	77.63	√	HEK,642,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
