matchedPattern,context,lineNumber,columnNumber,publicationName
—H1A,N1—C5	1.356 (3)	C1—H1A	0.9600,284,19,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_2_71(Pt_5)_o274-o275.txt
—H1A,O3—C2—O4	125.0 (2)	O4—C1—H1A	109.5,302,25,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_2_71(Pt_5)_o274-o275.txt
—H1A,C1—H1A	0.9800	C17—C18	1.487 (4),299,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_12_71(Pt_12)_m257-m258.txt
—H1A,In1—C1—H1A	109.5	N2—C17—H17B	109.1,348,7,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_12_71(Pt_12)_m257-m258.txt
—H1A,C1—H1A	0.9900	C32—C37	1.498 (3),446,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_16_71(Pt_12)_o1065-o1066.txt
—H1A,N1—C1—H1A	108.4	H4A—C4—H4C	109.5,535,6,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_16_71(Pt_12)_o1065-o1066.txt
—H1A,C2—C1—H1A	108.4	H4B—C4—H4C	109.5,536,6,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_16_71(Pt_12)_o1065-o1066.txt
—H1A,C1—H1A	0.9500	C13—C14	1.394 (3),272,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
—H1A,C2—C1—H1A	119.7	C12—C11—H11A	119.8,291,6,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
—H1A,C6—C1—H1A	119.7	C10—C11—H11A	119.8,292,6,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
—H1A,C1—H1A···O2i	0.95	2.39	3.207 (2)	144,348,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
—H1A,C1—H1A⋯O2,366,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Dec_31_71(Pt_12)_o1093-o1094.txt
—H1A,C3—C2	1.514 (4)	C1—H1A	0.9900,418,19,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_o92-o93.txt
—H1A,O1—C3—H3	109.5	C10—C1—H1A	108.7,468,22,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_o92-o93.txt
—H1A,C4—C3—C2	110.9 (2)	C2—C1—H1A	108.7,472,25,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jan_10_71(Pt_2)_o92-o93.txt
—H1A,C27—C28	1.519 (3)	N1—H1A	0.9100,566,21,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
—H1A,C27—C26—C25	113.19 (19)	C2'—N1—H1A	108.9,722,31,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
—H1A,N1—H1A···O1	0.91	2.02	2.752 (4)	137,879,3,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jul_15_71(Pt_8)_o576-o577.txt
—H1A,O2—C8	1.4272 (17)	C1—H1A	0.9300,332,21,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
—H1A,C2—C1—H1A	119.00	C20X—C21X—H21E	109.00,403,6,Acta_Crystallogr_E_Crystallogr_Commun_2015_Jun_27_71(Pt_7)_o514-o515.txt
