matchedPattern,context,lineNumber,columnNumber,publicationName
D8IAM5,...0	65	207	NADH oxidase	B1NIM3; D8IAM5; F1B291; G8DZP2; J9UGQ4...,156,52,Front_Microbiol_2016_Jul_21_7_1103.txt
