matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q6ZR08,NX_Q6ZR08	DNAH12	3	34	23	75.04...,643,0,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
