matchedPattern,context,lineNumber,columnNumber,publicationName
B9IKC3,...vMPKK2	GSVIVT01015155001	Populus trichocarpa	81.7	B9IKC3_POPTR,273,52,Front_Plant_Sci_2015_Jul_22_6_556.txt
