matchedPattern	context	lineNumber	columnNumber	publicationName
RHEA:15134	... three directional reactions (RHEA:15134, RHEA:15135 and RHE...	50	172	Nucleic_Acids_Res_2012_Jan_30_40(Database_issue)_D754-D760.txt
RHEA:15134	RHEA:15134 - Left-to-Right (RH...	56	0	Nucleic_Acids_Res_2012_Jan_30_40(Database_issue)_D754-D760.txt
RHEA:15134	...erent directions’. These are: RHEA:15134 (left-to-right), RH...	115	412	Nucleic_Acids_Res_2012_Jan_30_40(Database_issue)_D754-D760.txt
RHEA:15134	...he directional icon (‘=>’ for RHEA:15134, ‘<=’ for RHEA:1513...	115	703	Nucleic_Acids_Res_2012_Jan_30_40(Database_issue)_D754-D760.txt
