matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q52M93,NX_Q52M93	ZNF585B	19	1	1	54.08	√	HEK,647,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
