matchedPattern,context,lineNumber,columnNumber,publicationName
NC_003112.1,Neisseria meningitidis	MC58	NC_003112.1	Proteobacteria	1	0	2063	3	2	1,76,29,BMC_Genomics_2013_Jul_31_14_524.txt
