matchedPattern,context,lineNumber,columnNumber,publicationName
VOGEL,"ASVOGEL M. W.,",272,2,Ann_Genet_Sel_Anim_1975_7(2)_191-196.txt
VOGEL,"ASVOGEL M. W.,",277,2,Ann_Genet_Sel_Anim_1975_7(2)_191-196.txt
VOGEL,...Hannaford A J  Smith P W G    VOGEL’s Textbook of Practical ...,334,46,PMC4902010.txt
VOGEL,... AJ  Smith PWG  Tatchell AR   VOGEL’S Textbook of Practical ...,182,54,Bioinorg_Chem_Appl_2014_Sep_8_2014_915457.txt
VOGEL,...y RC  Barnes JD  Thomas MJK   VOGEL’s Textbook of Quantitati...,752,49,PMC5324201.txt
VOGEL,"BOCKING, A., AUFFERMANN, W., VOGEL, H., SCHLONDORFF, G.",633,29,Br_J_Cancer_1993_Mar_67(3)_480-485.txt
VOGEL,"DELIUS, M., MULLER, M., VOGEL, A. & BRENDEL, W. (1989)...",616,24,Br_J_Cancer_1993_Jul_68(1)_13-17.txt
VOGEL,"VAN POPPEL, G., DE VOGEL, N., VAN BLADEREN, P.J. ...",1133,19,Br_J_Cancer_1993_Jul_68(1)_86-92.txt
VOGEL,"VOGEL, R. & HEPPNER, G.H. (197...",1081,0,Br_J_Cancer_1993_Jul_68(1)_18-25.txt
VOGEL,"VOGEL, C. & KRAUSS, S. (1983)....",610,0,Br_J_Cancer_1993_Apr_67(4)_801-805.txt
VOGEL,"VOGEL, F. & RATHENBERG, R. (19...",705,0,Br_J_Cancer_1993_Apr_67(4)_813-818.txt
VOGEL,"VOGEL, R., VAN VOORHEES, A. & ...",819,0,Br_J_Cancer_1993_Sep_68(3)_501-506.txt
VOGEL,"...ELTON, B., PRESTIGLACOMO, L., VOGEL",1606,47,Br_J_Cancer_1993_Sep_68(3)_540-548.txt
VOGEL,592   B. STOFER-VOGEL et al,319,16,Br_J_Cancer_1993_Sep_68(3)_590-593.txt
VOGEL,"STOFER-VOGEL, B., CERNY, T., BORNER, ...",559,7,Br_J_Cancer_1993_Sep_68(3)_590-593.txt
VOGEL,"VOGEL, R., VANVOORHEES, A. & C...",1178,0,Br_J_Cancer_1993_May_67(5)_959-968.txt
VOGEL,"...N-POPE, D.F., SEIFERT, R.A. & VOGEL, A.M",1063,49,Br_J_Cancer_1993_May_67(5)_910-921.txt
VOGEL,"VOGEL, S. & BURGER, P.C. (1988...",691,0,Br_J_Cancer_1993_May_67(5)_1136-1141.txt
VOGEL,"VAN POPPEL, G., DE VOGEL, N., VAN BLADEREN, P.J. ...",671,19,Br_J_Cancer_1993_Jun_67(6)_1413-1417.txt
VOGEL,"VOGEL, A.W. (1965). Intratumou...",807,0,Br_J_Cancer_1993_Jun_67(6)_1337-1341.txt
