matchedPattern,context,lineNumber,columnNumber,publicationName
1.8.1.5,1.8.1.5	artifact	2.6.1.32	difficult	4.2.1.5	diffic...,193,1,BMC_Bioinformatics_2007_Jul_10_8_244.txt
1.8.1.5,1.8.1.5	artifact	2.6.1.32	difficult	4.2.1.5	diffic...,193,1,BMC_Bioinformatics_2007_Jul_10_8_244.txt
