matchedPattern,context,lineNumber,columnNumber,publicationName
VOGDEL,"...ures (CSD refcodes VOGCOL and VOGDEL; Salorinne et al., 2014...",23,1128,Acta_Crystallogr_E_Crystallogr_Commun_2015_Apr_18_71(Pt_5)_505-508.txt
