matchedPattern,context,lineNumber,columnNumber,publicationName
XP_005014905.1,"...5028277.1; ApHVRP1, XP_005027974.1; ApTPTE2-like, XP_005014905.1; BtHv1, NP_001193182.1; BtHVRP1, XP...",94,797,PLoS_One_2014_Aug_28_9(8)_e105926.txt
