matchedPattern,context,lineNumber,columnNumber,publicationName
NX_C9J798,NX_C9J798	RASA4B	PE3	Skeletal muscle; quasi undist...,123,1,Database_(Oxford)_2016_May_12_2016_baw070.txt
NX_C9J798,"...ntries (NX_Q8IYS8, BOD1L2; NX_P0CG32, ZCCHC18 and NX_C9J798, RASA4B) has been upgraded to PE2-3. Acc...",126,531,Database_(Oxford)_2016_May_12_2016_baw070.txt
