matchedPattern,context,lineNumber,columnNumber,publicationName
G7P4B6,Leukocyte elastase inhibitor	Innate immunity	G7P4B6	+27	+,98,46,Clin_Proteomics_2015_Mar_10_12(1)_7.txt
