matchedPattern,context,lineNumber,columnNumber,publicationName
XP_417079.2,"...NP_001025834.1; GgHVRP1, XP_001233623.3; GgTPTE2, XP_417079.2; HsHv1, NP_001035196.1; HsHVRP1, NP_68...",94,1086,PLoS_One_2014_Aug_28_9(8)_e105926.txt
