matchedPattern,context,lineNumber,columnNumber,publicationName
P03636,...bulin-like fold	5.55E-02	A_70_P036361	2.06	2.09	CD1E	CD1e mo...,185,39,BMC_Genomics_2014_Jan_23_15_59.txt
