matchedPattern,context,lineNumber,columnNumber,publicationName
Q68EL2,...E (sp|Q8BHA3); DTD2_DANRE (sp|Q68EL2); DTD1_ECOLI (1JKE); DT...,157,138,BMC_Genomics_2012_Nov_14_13_621.txt
