matchedPattern,context,lineNumber,columnNumber,publicationName
Eco24I,"...s; Ipswich, MA, USA) or Csp6I/Eco24I (Fermentas; Hanover, MD...",19,352,Nucleic_Acids_Res_2014_Apr_23_42(7)_4257-4269.txt
