matchedPattern,context,lineNumber,columnNumber,publicationName
Q97WQ4,...SO2064 (GenBank AAK42248; gi:13815350; Swiss-Prot Q97WQ4) was amplified by polymerase chain reaction...,16,187,Acta_Crystallogr_Sect_F_Struct_Biol_Cryst_Commun_2010_Mar_5_66(Pt_10)_1160-1166.txt
