matchedPattern,context,lineNumber,columnNumber,publicationName
EOG6QRFKP,EOG6QRFKP	CLIP-C1B	CLIP serine protease	330	13.650...,377,1,Genome_Biol_2015_Apr_24_16(1)_83.txt
