matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_L607,"...CVCL_L624; AG04059, RRID:CVCL_L623; AG09602, RRID:CVCL_L607; AG16409, RRID:CVCL_V978; AG06234, RRID:...",121,640,eLife_5_e18648.txt
