matchedPattern,context,lineNumber,columnNumber,publicationName
NX_Q6IS14,NX_Q6IS14	EIF5AL1	10	298	17	95.03	√	HEK,637,1,J_Proteome_Res_2016_Nov_4_15(11)_4101-4115.txt
