matchedPattern,context,lineNumber,columnNumber,publicationName
E1ANG4,"...), GSII-2b (MtGSII2b; UniProt E1ANG4) and Z. mays GSII-1a (Z...",131,235,Acta_Crystallogr_D_Biol_Crystallogr_2014_Mar_19_70(Pt_4)_981-993.txt
