matchedPattern,context,lineNumber,columnNumber,publicationName
p.Gly456dup,...phisms (rs545470261; p.Gly380dup and rs572346201; p.Gly456dup) that lead to a glycine incorporation ...,73,397,PLoS_One_2016_Jul_27_11(7)_e0160016.txt
