matchedPattern,context,lineNumber,columnNumber,publicationName
F7CRL9,"... are: Human, Q7Z7H3; Macaque, F7CRL9; Mouse, B9EKE5; Panda, ...",35,123,PLoS_One_2014_Jan_27_9(1)_e86476.txt
