matchedPattern,context,lineNumber,columnNumber,publicationName
F7CRL9,"...numbers of sequences are: Human, Q7Z7H3; Macaque, F7CRL9; Mouse, B9EKE5; Panda, XP_002913749.1; Bovi...",35,123,PLoS_One_2014_Jan_27_9(1)_e86476.txt
