matchedPattern,context,lineNumber,columnNumber,publicationName
CVCL_0042,"...(RRID: CVCL_0027), U2OS (RRID: CVCL_0042), H460 (RRID: CVCL_...",157,226,eLife_5_e15978.txt
CVCL_0042,...om the DSMZ. U2OS cells (RRID: CVCL_0042) were purchased fro...,194,130,PMC5340530.txt
CVCL_0042,"...OS cells (ATCC; #HTB-96; RRID: CVCL_0042), cultured to 80% c...",102,35,F1000Res_2016_Nov_25_5_2764.txt
