matchedPattern,context,lineNumber,columnNumber,publicationName
rs9291220,ATP8A1	4 (42)	64	1.82E-04	61	1.25E-01	rs3811769	rs9291220	0.105,142,49,PLoS_One_2010_Nov_15_5(11)_e13950.txt
